year,quarter,market,internal_class,RBA,available_space,availability_proportion,internal_class_rent,overall_rent,direct_available_space,direct_availability_proportion,direct_internal_class_rent,direct_overall_rent,sublet_available_space,sublet_availability_proportion,sublet_internal_class_rent,sublet_overall_rent,leasing
2019,Q3,Northern New Jersey,A,112389052,27852116,0.247818764,30.27119839,29.22818727,23052531,0.1583,30.46385,29.349976,4799585,0.033,26.709408,26.627284,1798209
2019,Q3,Northern New Jersey,O,33272191,5501755,0.165355957,23.99355789,29.22818727,5138377,0.0353,23.975554,29.349976,363378,0.0025,25.127901,26.627284,549428
2019,Q3,Northern Virginia,A,100499022,21556794,0.21449755,37.05876326,34.98540559,19656068,0.1299,37.560997,35.33617,1900726,0.0126,31.677168,30.693666,2614570
2019,Q3,Northern Virginia,O,50820827,9274846,0.182500887,29.97258413,34.98540559,8750722,0.0578,30.142595,35.33617,524124,0.0035,26.871279,30.693666,470307
2019,Q3,Orange County (CA),A,44186205,9079964,0.205493185,39.40883233,35.74684753,7536679,0.0888,40.799198,36.90844,1543285,0.0182,30.92827,28.656825,918978
2019,Q3,Orange County (CA),O,40699406,5644658,0.13869141,30.93928739,35.74684753,4851009,0.0571,31.942195,36.90844,793649,0.0093,25.345582,28.656825,949292
2019,Q3,Philadelphia,A,85439454,14205325,0.166261889,29.89629828,28.68565261,11815978,0.0903,30.618266,29.033457,2389347,0.0183,25.802208,24.91039,1167941
2019,Q3,Philadelphia,O,45393669,7810752,0.17206699,26.34699451,28.68565261,7281680,0.0557,26.576219,29.033457,529072,0.004,21.06862,24.91039,546145
2019,Q3,Phoenix,A,47426856,8958687,0.188894811,31.7933491,27.86414337,8230109,0.0796,32.139059,28.012373,728578,0.007,26.300503,24.231866,965578
2019,Q3,Phoenix,O,55988361,10890897,0.194680362,24.55393757,27.86414337,10349638,0.1001,24.597614,28.012373,541259,0.0052,22.247506,24.231866,706867
2019,Q3,Raleigh-Durham,A,33524697,4483746,0.133744564,28.89949754,26.54305743,3757597,0.07,28.463196,26.185006,726149,0.0135,34.509338,33.929386,703955
2019,Q3,Raleigh-Durham,O,20154116,2453434,0.121733645,22.8219128,26.54305743,2370601,0.0442,22.821086,26.185006,82833,0.0015,24,33.929386,347037
2019,Q3,Salt Lake City,A,20281852,1967445,0.097005195,26.94561061,23.98221758,1583844,0.0353,28.736807,24.435909,383601,0.0086,21.776882,20.894625,131639
2019,Q3,Salt Lake City,O,24556347,2385411,0.097140303,22.12887466,23.98221758,2181815,0.0487,22.226786,24.435909,203596,0.0045,19.252972,20.894625,108583
2019,Q3,San Diego,A,30643491,5198353,0.169639712,39.59174261,35.84303744,4603419,0.0722,40.407545,36.510178,594934,0.0093,30.898163,30.989665,681855
2019,Q3,San Diego,O,33118203,5515019,0.166525309,32.04122108,35.84303744,4533891,0.0711,32.226741,36.510178,981128,0.0154,31.040565,30.989665,513118
2019,Q3,San Francisco,A,47195402,2704289,0.05729984,88.11832325,80.23371132,1982785,0.0257,90.126977,82.302523,721504,0.0094,86.324412,78.991313,1616603
2019,Q3,San Francisco,O,29852718,2704576,0.090597312,71.95115646,80.23371132,1768613,0.023,71.259876,82.302523,935963,0.0121,73.206109,78.991313,953578
2019,Q3,Seattle,A,61323447,6275292,0.102331038,47.11516114,38.4323644,4575879,0.0404,45.4277,36.79525,1699413,0.015,52.691405,46.605785,1366985
2019,Q3,Seattle,O,51974773,6938980,0.133506692,29.21808431,38.4323644,5931758,0.0524,29.032525,36.79525,1007222,0.0089,30.934481,46.605785,638845
2019,Q3,South Bay,A,33892424,5663137,0.167091531,64.89363121,57.62628728,3947137,0.0467,69.64585,59.412578,1716000,0.0203,51.23584,50.243842,618713
2019,Q3,South Bay,O,50690473,6354161,0.125352174,50.78490002,57.62628728,5314055,0.0628,50.806318,59.412578,1040106,0.0123,48.757504,50.243842,863936
2019,Q3,South Florida,A,52962232,9820759,0.185429477,41.69458467,36.07143648,8602979,0.0826,41.970559,36.210564,1217780,0.0117,34.400388,31.141652,1083078
2019,Q3,South Florida,O,51200215,8018952,0.156619499,29.27525254,36.07143648,7327460,0.0703,29.433258,36.210564,691492,0.0066,25.675396,31.141652,692434
2019,Q3,Suburban Maryland,A,39440176,8621256,0.218590708,30.25665282,29.23202535,7645511,0.125,30.448494,29.355267,975745,0.016,27.113444,26.784366,402502
2019,Q3,Suburban Maryland,O,21724704,3295609,0.151698684,26.15284788,29.23202535,3033020,0.0496,26.34944,29.355267,262589,0.0043,25.731483,26.784366,114551
2019,Q3,Tampa,A,22963818,3370223,0.146762311,31.65826105,25.78784659,2737344,0.0536,31.833285,26.043779,632879,0.0124,26.564666,20.835961,438017
2019,Q3,Tampa,O,28107216,4709014,0.167537546,21.76404538,25.78784659,4088038,0.08,21.96213,26.043779,620976,0.0122,18.664065,20.835961,453437
2019,Q3,US National,A,2036637788,356241453,0.174916451,40.48971236,36.15141369,NA,NA,NA,NA,NA,NA,NA,NA,41012111
2019,Q3,US National,O,1539679189,244030756,0.158521767,29.78802901,36.15141369,NA,NA,NA,NA,NA,NA,NA,NA,21989614
2019,Q3,Washington DC,A,78864437,11446700,0.145144002,60.30282438,55.74430072,9964579,0.0804,62.455596,57.349428,1482121,0.012,46.157413,43.077659,1471735
2019,Q3,Washington DC,O,45020614,7580995,0.168389418,49.58471892,55.74430072,6749508,0.0545,50.780793,57.349428,831487,0.0067,37.39691,43.077659,535472
2019,Q4,Atlanta,A,104616341,21932460,0.209646598,31.19072831,28.16026584,19567725,0.1143,31.813613,28.601717,2364735,0.0138,23.591386,22.48904,1353639
2019,Q4,Atlanta,O,66568064,11669773,0.175305879,21.74843746,28.16026584,10774724,0.0629,21.877867,28.601717,895049,0.0052,19.943989,22.48904,1101666
2019,Q4,Austin,A,38276350,5839118,0.152551589,42.77284623,38.34969342,4915055,0.0742,43.126246,39.257077,924063,0.014,40.884154,33.371312,675683
2019,Q4,Austin,O,27947525,3267189,0.117704483,33.89861933,38.34969342,2775951,0.0419,35.424355,39.257077,491238,0.0074,24.551712,33.371312,478554
2019,Q4,Baltimore,A,41915202,7232688,0.172555246,26.87763065,24.29757391,6532386,0.0794,26.921632,24.295546,700302,0.0085,26.424956,24.463646,635359
2019,Q4,Baltimore,O,40359224,5591711,0.138548526,20.57451428,24.29757391,5349850,0.065,20.577456,24.295546,241861,0.0029,20.518541,24.463646,344594
2019,Q4,Boston,A,136348126,18363013,0.134677414,41.51285947,33.01673955,14643460,0.058,40.332752,31.371338,3719553,0.0147,44.675249,40.463805,1951549
2019,Q4,Boston,O,116276482,14720271,0.126597148,22.39516433,33.01673955,13070462,0.0517,21.908237,31.371338,1649809,0.0065,27.154443,40.463805,781094
2019,Q4,Charlotte,A,37428747,4047971,0.10815139,31.60517316,28.74416313,3581500,0.0549,32.156352,29.060901,466471,0.0071,22.500458,23.73284,731410
2019,Q4,Charlotte,O,27822480,3228847,0.116051732,24.90711745,28.74416313,2973207,0.0456,24.873513,29.060901,255640,0.0039,25.512485,23.73284,191236
2019,Q4,Chicago Suburbs,A,53023060,13354911,0.251869866,27.59432712,24.2355583,11582752,0.1161,27.976902,24.484725,1772159,0.0178,20.49881,18.416881,995197
2019,Q4,Chicago Suburbs,O,46721851,11866981,0.253992099,20.35945947,24.2355583,11152765,0.1118,20.469388,24.484725,714216,0.0072,14.310442,18.416881,451988
2019,Q4,Dallas-Ft. Worth,A,121831325,31227455,0.256317125,27.24022026,24.79228966,27334634,0.1331,27.85536,25.112505,3892821,0.019,22.794405,22.047956,1893093
2019,Q4,Dallas-Ft. Worth,O,83525774,19437523,0.232712875,21.22380552,24.79228966,17912770,0.0872,21.296652,25.112505,1524753,0.0074,20.394083,22.047956,1452315
2019,Q4,Denver-Boulder,A,54721040,9758296,0.178328043,32.20622981,28.31537341,7941457,0.0709,32.456603,28.481266,1816839,0.0162,30.541922,26.761687,1292269
2019,Q4,Denver-Boulder,O,57339667,9821422,0.17128495,24.48786154,28.31537341,8583962,0.0766,24.814678,28.481266,1237460,0.011,21.31367,26.761687,931056
2019,Q4,Detroit,A,34533167,6127939,0.177450826,22.60469384,20.22598238,5234784,0.064,22.82513,20.174528,893155,0.0109,20.814936,19.377848,364578
2019,Q4,Detroit,O,47272239,9532879,0.201659139,18.40336346,20.22598238,9167213,0.1121,18.480277,20.174528,365666,0.0045,14.185535,19.377848,516399
2019,Q4,Downtown Chicago,A,69687549,8281772,0.118841488,45.98126131,40.79544277,NA,NA,NA,NA,NA,NA,NA,NA,1552996
2019,Q4,Downtown Chicago,O,73391407,13409526,0.18271248,37.66359466,40.79544277,NA,NA,NA,NA,NA,NA,NA,NA,1285665
2019,Q4,Houston,A,114310896,30753034,0.269029769,33.80333408,29.23842367,25477824,0.1324,34.712175,29.597293,5275210,0.0274,26.826888,25.947386,1882257
2019,Q4,Houston,O,78051358,18343967,0.235110165,21.09316096,29.23842367,17479605,0.0909,21.20582,29.597293,864362,0.0045,19.728451,25.947386,1193323
2019,Q4,Los Angeles,A,145632935,23529564,0.161567601,44.65970658,42.14668199,20368864,0.0947,45.319838,42.601652,3160700,0.0147,38.327499,37.565071,2646505
2019,Q4,Los Angeles,O,69493919,12943055,0.186247303,36.74871308,42.14668199,11829666,0.055,36.91353,42.601652,1113389,0.0052,34.943461,37.565071,1224960
2019,Q4,Nashville,A,21176858,3280032,0.154887566,32.02924809,29.58898,2703643,0.0623,32.419438,29.903995,576389,0.0133,22.918924,24.382252,223275
2019,Q4,Nashville,O,22248695,2352614,0.105741663,26.32787232,29.58898,2064789,0.0475,26.378892,29.903995,287825,0.0066,25.249156,24.382252,269059
2019,Q4,Manhattan,A,254558960,30535063,0.119952812,94.19122422,84.74666276,23574628,0.0518,99.642941,88.438174,6960435,0.0153,66.071362,64.567057,9393220
2019,Q4,Manhattan,O,200310172,19766988,0.098681898,63.65884645,84.74666276,14106445,0.031,64.145123,88.438174,5660543,0.0124,60.55404,64.567057,3323773
2019,Q4,Northern New Jersey,A,112345052,27491081,0.244702197,30.73619764,29.53986335,23052257,0.1583,30.966009,29.699565,4438824,0.0305,25.218758,25.09837,1731685
2019,Q4,Northern New Jersey,O,33272191,5749166,0.172791927,23.88497104,29.53986335,5282054,0.0363,23.897922,29.699565,467112,0.0032,22.629633,25.09837,324249
2019,Q4,Northern Virginia,A,100499022,21191798,0.210865714,37.13366544,35.16897661,19258382,0.1273,37.645303,35.531762,1933416,0.0128,31.563986,30.586615,2191725
2019,Q4,Northern Virginia,O,50820827,9106016,0.179178824,30.66334453,35.16897661,8569968,0.0566,30.854676,35.531762,536048,0.0035,26.806686,30.586615,707523
2019,Q4,Orange County (CA),A,44530559,8735938,0.196178494,39.36622561,35.85232225,7250512,0.0851,40.647154,37.113732,1485426,0.0174,32.080056,29.260548,741427
2019,Q4,Orange County (CA),O,40699406,5664549,0.139180139,30.1784333,35.85232225,4729591,0.0555,31.403977,37.113732,934958,0.011,25.30162,29.260548,590231
2019,Q4,Philadelphia,A,85817454,13820648,0.161047052,30.22085129,28.95926853,11569663,0.0882,30.902894,29.335876,2250985,0.0172,25.198009,24.266403,1442976
2019,Q4,Philadelphia,O,45393669,7867195,0.173310402,26.61230431,28.95926853,7324539,0.0558,26.909789,29.335876,542656,0.0041,20.818507,24.266403,524182
2019,Q4,Phoenix,A,47601856,8601231,0.180691085,31.61910151,27.73644641,7883161,0.0761,32.0211,27.928663,718070,0.0069,25.553076,23.377601,1064624
2019,Q4,Phoenix,O,55988361,10641777,0.190227214,24.49867584,27.73644641,10056770,0.0971,24.593467,27.928663,585007,0.0056,21.400237,23.377601,646125
2019,Q4,Raleigh-Durham,A,33749697,4305083,0.12755916,29.7091182,26.99282701,3803133,0.0706,29.588562,26.842983,501950,0.0093,22.294519,22.433492,527785
2019,Q4,Raleigh-Durham,O,20154116,2634266,0.130706105,22.67706943,26.99282701,2393727,0.0444,22.681886,26.842983,240539,0.0045,24,22.433492,150109
2019,Q4,Salt Lake City,A,20281852,2057800,0.101460163,27.26048033,24.11037848,1557094,0.0347,29.208096,24.607343,500706,0.0112,23.039233,21.635848,199128
2019,Q4,Salt Lake City,O,24556347,2351166,0.095745756,22.00509596,24.11037848,2082545,0.0464,22.207207,24.607343,268621,0.006,19.07868,21.635848,243015
2019,Q4,San Diego,A,30643491,5281667,0.172358528,40.15426951,36.5876165,4607801,0.0724,40.925961,37.216148,673866,0.0106,32.733214,31.122285,424975
2019,Q4,San Diego,O,33012845,5281374,0.159979366,32.86232923,36.5876165,4378204,0.0688,33.066693,37.216148,903170,0.0142,30.001255,31.122285,414273
2019,Q4,San Francisco,A,47195402,3757363,0.079612904,87.34306462,81.06731701,2134453,0.0277,89.835078,82.020195,1622910,0.0211,85.685454,81.205996,1244671
2019,Q4,San Francisco,O,29852718,3535417,0.118428647,74.49747209,81.06731701,2227999,0.0289,73.392145,82.020195,1307418,0.017,75.804277,81.205996,448139
2019,Q4,Seattle,A,61659714,6658534,0.107988402,47.65974136,38.71303542,4626009,0.0407,45.614813,36.973168,2032525,0.0179,53.023278,45.26882,909199
2019,Q4,Seattle,O,51891155,6659105,0.128328325,29.8048353,38.71303542,5598024,0.0493,29.733897,36.973168,1061081,0.0093,30.198171,45.26882,674862
2019,Q4,South Bay,A,34699748,5792244,0.16692467,67.53605021,58.79345331,4207426,0.0493,73.271168,61.349524,1584818,0.0186,50.328386,49.584283,953537
2019,Q4,South Bay,O,50690473,6111970,0.120574334,50.15863315,58.79345331,4952780,0.058,50.51436,61.349524,1159190,0.0136,48.590915,49.584283,934213
2019,Q4,South Florida,A,53111282,10334664,0.194585098,41.80678109,36.49742188,9185261,0.0879,42.223508,36.719064,1149403,0.011,33.80342,31.660151,1162799
2019,Q4,South Florida,O,51380215,8163560,0.158885283,29.81247528,36.49742188,7436069,0.0712,29.890251,36.719064,727491,0.007,27.852199,31.660151,644432
2019,Q4,Suburban Maryland,A,39440176,8438516,0.213957362,30.01039843,28.89256805,7533646,0.1232,30.157754,29.044867,904870,0.0148,27.237829,26.543282,396133
2019,Q4,Suburban Maryland,O,21724704,3187165,0.146706947,25.65757612,28.89256805,2945509,0.0482,26.039283,29.044867,241656,0.004,24.228795,26.543282,102046
2019,Q4,Tampa,A,23113818,3344875,0.144713219,32.11024348,26.45758172,2751957,0.0537,32.298301,26.771159,592918,0.0116,25.4818,20.639453,594296
2019,Q4,Tampa,O,28107216,4501685,0.160161184,22.2341384,26.45758172,3874077,0.0756,22.45903,26.771159,627608,0.0123,19.187374,20.639453,637554
2019,Q4,US National,A,2041614116,355642815,0.174196883,41.18398854,36.77830356,NA,NA,NA,NA,NA,NA,NA,NA,40800631
2019,Q4,US National,O,1539764931,244845080,0.159041891,30.21449858,36.77830356,NA,NA,NA,NA,NA,NA,NA,NA,21216147
2019,Q4,Washington DC,A,78864437,11568057,0.146682807,60.75595191,56.3271531,9867243,0.0797,63.440606,58.315159,1700814,0.0137,44.169122,42.277364,1624641
2019,Q4,Washington DC,O,44891831,7437923,0.165685445,49.6123345,56.3271531,6494144,0.0525,50.869067,58.315159,943779,0.0076,38.54073,42.277364,629512
2020,Q1,Atlanta,A,105577953,22541307,0.213503922,32.06899221,28.740175,20169508,0.1171,32.781162,29.233707,2371799,0.0138,24.174635,22.945356,1124586
2020,Q1,Atlanta,O,66616172,11972266,0.179720114,21.71655596,28.740175,10989788,0.0638,21.843924,29.233707,982478,0.0057,20.089815,22.945356,608542
2020,Q1,Austin,A,39304932,5924551,0.150733017,42.94578341,39.3397592,4893966,0.0726,43.139917,39.859706,1030585,0.0153,41.947034,36.341803,1042494
2020,Q1,Austin,O,28065525,3403248,0.12208717,34.42915679,39.3397592,2915408,0.0433,35.481875,39.859706,487840,0.0072,27.690261,36.341803,425956
2020,Q1,Baltimore,A,41915202,7084214,0.169012999,26.77771676,24.0218043,6346184,0.0771,26.900158,24.080462,738030,0.009,24.7982,22.756401,340764
2020,Q1,Baltimore,O,40359224,5617624,0.139190585,20.22326606,24.0218043,5349559,0.065,20.230458,24.080462,268065,0.0033,19.698149,22.756401,338516
2020,Q1,Boston,A,136272102,19569402,0.143605343,48.54958359,39.05745126,16033323,0.0638,48.028437,37.763937,3536079,0.0141,46.640316,42.355422,1871868
2020,Q1,Boston,O,114891456,15757803,0.137153828,23.48899827,39.05745126,14157316,0.0564,23.025256,37.763937,1600487,0.0064,28.333503,42.355422,980095
2020,Q1,Charlotte,A,37571696,4399334,0.117091706,32.76223089,29.8173801,3896159,0.0596,33.133674,30.048317,503175,0.0077,25.979708,26.404503,573700
2020,Q1,Charlotte,O,27822480,3030071,0.108907294,25.62870437,29.8173801,2718323,0.0416,25.538229,30.048317,311748,0.0048,26.877809,26.404503,299010
2020,Q1,Chicago Suburbs,A,53023060,13300825,0.250849819,27.64409633,24.23374043,11545161,0.1158,27.882631,24.46515,1755664,0.0176,20.853404,18.285078,693581
2020,Q1,Chicago Suburbs,O,46652571,12883825,0.27616538,20.5559727,24.23374043,12051100,0.1209,20.676061,24.46515,832725,0.0084,14.14992,18.285078,925223
2020,Q1,Dallas-Ft. Worth,A,123423091,30591256,0.247856829,28.31935825,25.54624656,26483174,0.1279,28.993357,25.89681,4108082,0.0198,23.198745,22.420133,2037007
2020,Q1,Dallas-Ft. Worth,O,83628774,19443395,0.232496473,21.09974683,25.54624656,17982260,0.0868,21.140575,25.89681,1461135,0.0071,20.390648,22.420133,1130244
2020,Q1,Denver-Boulder,A,54929446,9942403,0.181003154,32.90045202,28.86081096,8045931,0.0717,33.191431,29.025364,1896472,0.0169,31.156789,27.288594,778647
2020,Q1,Denver-Boulder,O,57332797,9960212,0.173726253,25.12530392,28.86081096,8772156,0.0781,25.444252,29.025364,1188056,0.0106,21.789239,27.288594,719915
2020,Q1,Detroit,A,34533167,6153491,0.178190752,22.72456484,20.09822927,5192268,0.0634,23.141472,20.075393,961223,0.0117,19.714563,18.398547,176508
2020,Q1,Detroit,O,47347319,9613890,0.203050356,18.07683708,20.09822927,8910905,0.1088,18.099358,20.075393,702985,0.0086,15.120324,18.398547,999351
2020,Q1,Downtown Chicago,A,70257549,9074689,0.129163188,46.46085388,40.87679499,NA,NA,NA,NA,NA,NA,NA,NA,2130651
2020,Q1,Downtown Chicago,O,73436037,13454299,0.183211126,37.22585742,40.87679499,NA,NA,NA,NA,NA,NA,NA,NA,1585792
2020,Q1,Houston,A,114420896,31117325,0.271954915,33.55190191,29.1749351,26309110,0.1367,34.014642,29.392483,4808215,0.025,26.813004,25.794132,3429516
2020,Q1,Houston,O,78051358,18835530,0.241410408,21.83951574,29.1749351,17908313,0.093,21.998117,29.392483,927217,0.0048,19.957902,25.794132,885901
2020,Q1,Los Angeles,A,146673891,24412531,0.166440877,46.27080608,43.9092604,21210287,0.0981,46.869448,44.43091,3202244,0.0148,37.849302,37.033661,3055444
2020,Q1,Los Angeles,O,69572758,12870619,0.184995095,39.07624721,43.9092604,11773849,0.0544,39.536937,44.43091,1096770,0.0051,34.247822,37.033661,913896
2020,Q1,Nashville,A,21176858,3269073,0.154370068,32.43837555,29.99744474,2688996,0.0619,32.879132,30.275509,580077,0.0134,25.860265,25.616774,302294
2020,Q1,Nashville,O,22248695,2691401,0.120968938,26.51196307,29.99744474,2398856,0.0552,26.526138,30.275509,292545,0.0067,25.349695,25.616774,166589
2020,Q1,Manhattan,A,255216822,31291531,0.122607635,92.63800263,83.88475487,23941023,0.0527,98.84933,88.102305,7350508,0.0162,65.565136,64.078923,4652325
2020,Q1,Manhattan,O,199480433,20667928,0.103608799,64.47222475,83.88475487,14413622,0.0317,65.25372,88.102305,6254306,0.0138,59.900138,64.078923,3244920
2020,Q1,Northern New Jersey,A,113615306,28115119,0.247458903,30.24285873,29.10079745,23514625,0.1591,30.502725,29.280156,4600494,0.0311,26.09668,25.822325,1032386
2020,Q1,Northern New Jersey,O,34156106,6550490,0.191780937,23.64044627,29.10079745,5981732,0.0405,23.6841,29.280156,568758,0.0038,21.344322,25.822325,271602
2020,Q1,Northern Virginia,A,100499022,21526618,0.214197288,36.89363917,35.121615,19683773,0.1301,37.380027,35.472662,1842845,0.0122,30.717803,30.062484,1975912
2020,Q1,Northern Virginia,O,50820827,9222793,0.181476641,30.94852943,35.121615,8705371,0.0575,31.159759,35.472662,517422,0.0034,27.737991,30.062484,976935
2020,Q1,Orange County (CA),A,44530559,8899511,0.199851769,39.52937392,36.52600535,7441471,0.0873,40.518746,37.504864,1458040,0.0171,31.282948,29.601274,833190
2020,Q1,Orange County (CA),O,40699406,6058114,0.148850182,31.79911475,36.52600535,5070702,0.0595,32.64297,37.504864,987412,0.0116,27.608405,29.601274,565904
2020,Q1,Philadelphia,A,86585586,13425040,0.155049364,30.54886018,28.73812476,11233452,0.0849,31.281059,29.077355,2191588,0.0166,25.414536,24.390503,1512348
2020,Q1,Philadelphia,O,45754371,8246437,0.180232769,25.62519286,28.73812476,7643513,0.0578,25.921409,29.077355,602924,0.0046,20.40728,24.390503,1232698
2020,Q1,Phoenix,A,47745856,8284511,0.173512671,31.71590271,27.78832793,7411474,0.0713,32.060962,27.887806,873037,0.0084,28.010542,25.341751,639587
2020,Q1,Phoenix,O,56167929,10308991,0.183688877,24.51307339,27.78832793,9761461,0.0939,24.572671,27.887806,547530,0.0053,21.980487,25.341751,720079
2020,Q1,Raleigh-Durham,A,34005672,4783855,0.140678149,30.83300785,28.28632561,4127960,0.0762,30.108135,27.726534,655895,0.0121,36.595836,33.788583,572527
2020,Q1,Raleigh-Durham,O,20154116,2512879,0.124683166,23.42646735,28.28632561,2229106,0.0412,23.442677,27.726534,283773,0.0052,22.794787,33.788583,516314
2020,Q1,Salt Lake City,A,20461852,1940966,0.094857787,29.416657,25.10978011,1576798,0.0347,31.21485,25.75271,364168,0.008,22.475902,21.150469,337087
2020,Q1,Salt Lake City,O,24935745,2300175,0.092244086,21.84816644,25.10978011,1987330,0.0438,22.011242,25.75271,312845,0.0069,19.655216,21.150469,146968
2020,Q1,San Diego,A,30643491,5130153,0.167414117,42.35992626,38.35958562,4544552,0.0714,43.238484,39.200616,585601,0.0092,32.243624,30.523015,871928
2020,Q1,San Diego,O,33012845,5242458,0.158800552,34.34408018,38.35958562,4437476,0.0697,35.13748,39.200616,804982,0.0126,29.250832,30.523015,762610
2020,Q1,San Francisco,A,47195402,4619918,0.097889155,87.5419194,82.47467212,2395914,0.0311,92.307168,85.645525,2224004,0.0289,84.25051,80.455197,1045706
2020,Q1,San Francisco,O,29852718,3817110,0.127864739,76.2088873,82.47467212,2339478,0.0304,77.555954,85.645525,1477632,0.0192,74.599404,80.455197,527925
2020,Q1,Seattle,A,61659714,7258659,0.117721256,48.28301784,39.57896836,5171027,0.0455,46.991097,38.321742,2087632,0.0184,52.069012,44.613622,1270347
2020,Q1,Seattle,O,51891155,6727695,0.12965013,30.23376013,39.57896836,5822183,0.0513,30.292584,38.321742,905512,0.008,29.817745,44.613622,695423
2020,Q1,South Bay,A,34699748,5375477,0.154914007,67.81800034,58.80715502,4183045,0.0489,71.015243,60.733915,1192432,0.0139,54.656706,51.915039,707084
2020,Q1,South Bay,O,50930254,6434793,0.126345197,50.6273244,58.80715502,4671203,0.0546,50.861572,60.733915,1763590,0.0206,49.883066,51.915039,897854
2020,Q1,South Florida,A,53412752,10457004,0.195777293,42.72045241,37.09562942,9274799,0.0885,42.968754,37.32454,1182205,0.0113,36.491929,32.047791,855083
2020,Q1,South Florida,O,51380215,8155007,0.158718818,29.78773641,37.09562942,7458155,0.0712,30.004038,37.32454,696852,0.0066,25.419053,32.047791,657856
2020,Q1,Suburban Maryland,A,39440176,8244904,0.209048357,30.38337807,29.25972944,7345593,0.1201,30.510599,29.31588,899311,0.0147,27.757021,27.149977,804983
2020,Q1,Suburban Maryland,O,21724704,3336923,0.15360039,26.26953885,29.25972944,3168997,0.0518,26.542442,29.31588,167926,0.0027,23.497927,27.149977,368421
2020,Q1,Tampa,A,23113818,3214213,0.139060237,30.90581085,26.10175136,2625230,0.0513,31.368695,26.335715,588983,0.0115,24.905841,22.965434,648154
2020,Q1,Tampa,O,28107216,4605080,0.163839777,22.64086766,26.10175136,4038466,0.0788,22.717652,26.335715,566614,0.0111,21.545522,22.965434,408465
2020,Q1,US National,A,2050998247,361687333,0.176346973,42.00105953,37.60769259,NA,NA,NA,NA,NA,NA,NA,NA,36357560
2020,Q1,US National,O,1540003196,251677655,0.16345477,30.93269952,37.60769259,NA,NA,NA,NA,NA,NA,NA,NA,22716489
2020,Q1,Washington DC,A,79092628,11739453,0.14842664,60.4510348,56.27158666,10237857,0.0826,62.663471,57.530667,1501596,0.0121,44.119292,42.172625,1041853
2020,Q1,Washington DC,O,44909990,7956599,0.177167686,50.35022835,56.27158666,7084872,0.0571,50.890896,57.530667,871727,0.007,38.471353,42.172625,743485
2020,Q2,Atlanta,A,105970093,24393623,0.230193466,32.49196977,29.39986839,21827678,0.1267,33.119805,29.87513,2565945,0.0149,25.147074,23.70642,1262757
2020,Q2,Atlanta,O,66338381,11763900,0.177331732,22.23282841,29.39986839,10694764,0.0621,22.383732,29.87513,1069136,0.0062,20.396725,23.70642,353885
2020,Q2,Austin,A,40009382,6817421,0.170395559,43.28926185,39.67481267,5109741,0.0751,43.790874,40.289973,1707680,0.0251,40.173378,36.978548,574473
2020,Q2,Austin,O,28069944,3702054,0.132785404,34.75636249,39.67481267,3209936,0.0471,35.889209,40.289973,492118,0.0072,29.434349,36.978548,257258
2020,Q2,Baltimore,A,41915202,7213269,0.172091954,26.66551415,24.08185435,6473710,0.0788,26.754409,24.096499,739559,0.009,25.623181,23.407327,177416
2020,Q2,Baltimore,O,40279224,5388561,0.133780159,20.20793623,24.08185435,5150162,0.0627,20.269452,24.096499,238399,0.0029,18.061817,23.407327,294405
2020,Q2,Boston,A,136272102,19753242,0.144954409,49.81808678,39.86543098,16021528,0.0638,49.636529,39.03272,3731714,0.0149,47.472295,41.969589,1062427
2020,Q2,Boston,O,114891456,15654747,0.136256842,24.11648219,39.86543098,14082821,0.0561,23.893675,39.03272,1571926,0.0063,26.821475,41.969589,561245
2020,Q2,Charlotte,A,37930196,4954086,0.130610609,33.84106114,30.76995092,4510035,0.0686,34.191159,31.012338,444051,0.0068,25.980785,26.162365,378899
2020,Q2,Charlotte,O,27822480,3099743,0.111411456,25.85120875,30.76995092,2885875,0.0439,25.819824,31.012338,213868,0.0033,26.403868,26.162365,170580
2020,Q2,Chicago Suburbs,A,53023060,13504531,0.254691657,27.68714968,24.19199276,11750836,0.1179,27.939427,24.447335,1753695,0.0176,20.6764,18.293188,307651
2020,Q2,Chicago Suburbs,O,46652571,13019919,0.279082561,20.47196649,24.19199276,12167503,0.1221,20.627586,24.447335,852416,0.0086,14.690961,18.293188,261395
2020,Q2,Dallas-Ft. Worth,A,123546695,29847936,0.241592347,27.94639068,25.27868528,25590474,0.1236,28.593366,25.606497,4257462,0.0206,23.228771,22.43898,1320296
2020,Q2,Dallas-Ft. Worth,O,83461739,20655376,0.247483173,21.43197553,25.27868528,18986868,0.0917,21.492349,25.606497,1668508,0.0081,20.678201,22.43898,561941
2020,Q2,Denver-Boulder,A,56008546,10910988,0.194809342,34.64842567,29.99032118,8970391,0.0792,35.104039,30.121283,1940597,0.0171,31.692766,28.636486,769450
2020,Q2,Denver-Boulder,O,57317253,10746291,0.187487893,25.39718735,29.99032118,9311486,0.0822,25.475726,30.121283,1434805,0.0127,24.557762,28.636486,399318
2020,Q2,Detroit,A,34533167,6584967,0.190685291,22.09176686,20.05999175,5877246,0.0718,22.559089,20.118075,707721,0.0086,17.703016,16.89634,367453
2020,Q2,Detroit,O,47347319,9849208,0.208020395,18.3788794,20.05999175,9171144,0.112,18.381551,20.118075,678064,0.0083,14.926444,16.89634,302228
